2010.10548   1.76  -0.07  14.47   1.65   1.92   8.13  KMIN
2010.10822   3.82   2.96   2.23   1.64   1.74   7.47  KMIN
2010.11096   4.09  -2.06   7.52   1.64   1.78   7.72  KMIN
2010.11370   4.57   2.50   7.61   1.71   1.86   7.70  KMIN
2010.11644   4.96   1.91   9.87   1.63   1.73   7.68  KMIN
2010.11918   1.89   1.32  14.47   1.66   2.15   7.73  KMIN
2010.12192   2.60  -0.28  17.04   1.61   1.80   7.70  KMIN
2010.12466   1.31   3.77   8.38   1.70   2.10   7.65  KMIN
2010.12740   2.35   4.80   8.60   1.67   1.93   7.76  KMIN
2010.13014   4.41   3.60  17.74   1.68   2.30   8.68  KMIN
2010.13288   0.67   4.03   9.19   1.62   1.91   8.15  KMIN
2010.13562  -0.51   2.73  13.25   1.58   1.76   7.64  KMIN
2010.13836  -0.68   3.25  16.63   1.63   1.87   7.65  KMIN
2010.14110   0.03   3.77  13.73   1.68   2.11   8.44  KMIN
2010.14384  -0.15   4.60  20.71   1.60   1.88   7.83  KMIN
2010.14657   3.80   4.92  24.22   1.56   1.73   7.65  KMIN
2010.14931   1.51   5.03  17.53   1.59   1.96   7.77  KMIN
2010.23973   4.82   2.15   9.84   1.58   1.71   8.03  KMIN
2010.24247   1.08   3.99  10.61   1.57   1.67   8.02  KMIN
2010.24520   2.57   3.09  -2.22   1.61   1.74   8.67  KMIN
2010.24794   4.18   1.50   1.57   1.60   1.80   8.28  KMIN
2010.25068   5.78   1.01   0.80   1.65   1.84   8.54  KMIN
2010.25342   7.28   0.82  10.20   1.62   1.75   8.26  KMIN
2010.30000   5.06   4.23  11.27   1.72   1.76   7.99  KMIN
2010.30274   2.88   1.02  -8.01   1.61   1.67   7.82  KMIN
2010.30548   2.26   2.75  -3.25   1.73   1.80   9.23  KMIN
2010.30822   1.86   2.47  -0.27   1.74   1.86   9.00  KMIN
2010.31096   1.79   2.48  -5.86   1.69   1.79   8.55  KMIN
2010.31370   1.95  -0.93  14.59   1.74   1.85   9.24  KMIN
2010.31644   2.23   0.30  -6.26   1.71   1.88   8.71  KMIN
2010.31918  -0.07   2.03  -8.54   1.80   1.93   9.51  KMIN
2010.36027   1.96   0.77   3.68   1.66   1.75   8.42  KMIN
2010.36301   1.67  -0.43  12.03   1.59   1.64   7.88  KMIN
2010.38767   2.65  -4.21  26.66   1.73   1.79   8.16  KMIN
2010.39041   1.47  -1.97   4.70   1.70   1.75   8.43  KMIN
2010.39315  -0.48  -2.66  21.08   1.76   1.80   8.50  KMIN
2010.39589   1.34  -3.96   7.90   1.68   1.74   8.11  KMIN
2010.39863   1.61  -4.34   4.58   1.77   1.81   9.07  KMIN
2010.40137   0.87  -1.51  13.86   1.69   1.71   8.04  KMIN
2010.41233   5.29  -4.26   5.72   1.63   1.73   7.82  KMIN
2010.41507   1.33  -4.15   4.81   1.68   1.79   8.38  KMIN
2010.41781   2.15  -0.80   3.93   1.69   1.92   8.66  KMIN
2010.42055   0.87  -1.80   1.12   1.71   1.85   8.63  KMIN
2010.42329   2.59  -3.59  15.38   1.69   1.81   8.57  KMIN
2010.42603   2.74  -3.48   9.73   1.69   1.86   8.53  KMIN
2010.43151   1.05  -3.94  -3.06   1.65   1.78   8.34  KMIN
2010.43425   1.43   0.51   2.59   1.57   1.67   7.72  KMIN
2010.43699   0.37  -0.98  10.77   1.62   1.70   7.80  KMIN
2010.43973  -0.04  -5.01  -9.77   1.87   2.11   9.59  KMIN
2010.44247  -1.77   2.38   1.00   3.07   4.01  18.21  KMIN
2010.44520  -0.60  -0.84   1.76   1.75   1.78   9.20  KMIN
2010.44794   0.99  -0.01   2.50   1.60   1.67   7.03  KMIN
2010.45068   3.38  -2.51   9.89   1.71   1.77   7.61  KMIN
2010.45342   2.54  -2.40  -7.30   1.60   1.68   7.47  KMIN
2010.45616   1.91  -0.67   2.99   1.53   1.60   6.88  KMIN
2010.45890   1.07  -0.96   1.80   1.56   1.65   7.09  KMIN
2010.46164   1.12  -1.24   9.32   1.89   2.22   9.92  KMIN
2010.47534   0.46  -0.25   1.23   1.73   1.75   8.73  KMIN
2010.48082   0.55  -2.13   0.78   1.71   1.71   7.46  KMIN
2010.48356   1.60  -3.02   0.01   1.63   1.68   6.97  KMIN
2010.48630   1.76  -3.92   2.24   1.61   1.65   6.82  KMIN
2010.48904   0.80  -5.71   3.56   1.64   1.70   7.53  KMIN
2010.49178   1.86  -3.99  -7.09   1.64   1.70   7.43  KMIN
2010.49452   0.89  -1.95  -4.60   1.56   1.60   6.99  KMIN
2010.49726  -0.17  -1.73  -13.31   1.57   1.65   7.60  KMIN
2010.50000   1.65  -4.34  -4.40   1.53   1.59   7.04  KMIN
2010.50274   3.48  -2.50  -3.89   1.55   1.64   7.17  KMIN
2010.50548   2.86  -2.29   0.05   1.59   1.67   7.30  KMIN
2010.50822  -1.66  -3.27   4.27   1.59   1.65   7.59  KMIN
2010.51096  -0.16  -2.76   4.68   1.58   1.65   7.67  KMIN
2010.51370   0.56  -3.14  -0.89   1.55   1.61   7.31  KMIN
2010.51644  -0.41  -1.62   2.22   1.57   1.62   7.23  KMIN
2010.51918   0.09  -3.31   3.26   1.58   1.63   7.52  KMIN
2010.52466  -0.60  -2.27   2.15   1.63   1.66   7.56  KMIN
2010.52740   0.12  -3.76  -3.06   1.61   1.67   7.53  KMIN
2010.53014   0.72  -1.53   1.27   1.68   1.74   7.79  KMIN
2010.53288  -1.13  -2.93  -3.52   1.62   1.68   7.73  KMIN
2010.53562   1.82  -4.12  -1.86   1.57   1.63   7.35  KMIN
2010.53836   2.19  -5.11  -11.28   1.62   1.70   7.67  KMIN
2010.54110  -0.21  -3.28  -5.29   1.67   1.71   7.87  KMIN
2010.54384   0.73  -3.27  -9.26   1.67   1.71   7.85  KMIN
2010.54657  -0.68  -3.45  -0.33   1.60   1.65   7.88  KMIN
2010.54931  -0.07  -2.73  -4.64   1.62   1.68   7.84  KMIN
2010.55205   1.99  -2.51  -15.35   1.74   1.81   9.04  KMIN
2010.55479  -0.98  -2.39  -13.24   1.66   1.74   8.12  KMIN
2010.55753   1.41  -5.20  -8.37   1.58   1.63   7.42  KMIN
2010.56027   1.12  -3.77  -19.09   1.69   1.73   8.05  KMIN
2010.56301  -1.17  -3.25  -18.41   1.65   1.74   7.83  KMIN
2010.57123  -1.15  -4.61  -10.30   1.64   1.70   7.85  KMIN
2010.57397  -1.43  -2.98  -14.35   1.75   1.83   8.91  KMIN
2010.57671   0.73  -3.67  -10.69   1.62   1.66   7.66  KMIN
2010.57945  -3.01  -2.94  -13.19   1.62   1.68   7.90  KMIN
2010.58219   0.60  -3.64  -17.56   1.73   1.82   8.60  KMIN
2010.58493  -2.25  -2.31  -12.24   1.61   1.68   8.01  KMIN
2010.59041   3.64  -4.90  -11.21   1.92   1.99   9.62  KMIN
2010.59589  -2.51  -1.54   8.86   1.73   1.80   8.92  KMIN
2010.59863   1.22  -2.22  -13.27   1.68   1.70   7.71  KMIN
2010.60137   1.48  -2.31  -2.05   1.80   1.82   9.04  KMIN
2010.60411   0.08  -3.60  -12.76   1.69   1.73   8.26  KMIN
2010.60685  -1.77  -4.19  -3.31   1.73   1.76   8.60  KMIN
2010.60959   2.73  -4.38  -7.48   1.65   1.73   8.30  KMIN
2010.61233   1.00  -2.84  -15.28   1.60   1.62   7.48  KMIN
2010.61507   0.93  -3.94  -11.21   1.65   1.69   7.90  KMIN
2010.61781  -0.13  -2.61  -7.87   1.62   1.71   7.77  KMIN
2010.62055  -0.86  -4.42  -20.70   1.79   1.87   9.81  KMIN
2010.62329   2.52  -1.57  -18.65   1.82   1.83   8.88  KMIN
2010.62603   0.01  -1.95  -19.58   1.75   1.85   8.21  KMIN
2010.62877  -0.61  -1.03  -20.06   1.70   1.75   7.85  KMIN
2010.63151  -1.24   0.70  -15.21   1.80   1.80   8.37  KMIN
2010.63973  -2.99  -0.37  -13.19   1.86   1.90  10.22  KMIN
2010.64247  -3.05   0.46  -25.24   1.75   1.78   8.52  KMIN
2010.64521  -2.46  -2.95  -27.31   1.79   1.83   9.49  KMIN
2010.64794   1.27  -1.93  -24.00   1.63   1.66   7.98  KMIN
2010.65068   0.32  -1.20  -23.55   1.68   1.71   8.20  KMIN
2010.65342   1.58  -2.20  -26.64   1.66   1.67   7.97  KMIN
2010.65616  -0.93  -1.27  -21.27   1.63   1.65   7.95  KMIN
2010.65890  -0.21  -2.27  -21.38   1.63   1.63   7.86  KMIN
2010.66164  -0.06  -0.73  -21.24   1.61   1.62   8.03  KMIN
2010.66438  -0.23   0.50  -18.29   1.62   1.65   8.31  KMIN
2010.66712   1.15   1.11  -20.97   1.61   1.69   8.33  KMIN
2010.66986   1.53  -0.68  -23.29   1.72   1.87   9.07  KMIN
2010.67260   1.58  -1.48  -19.00   1.64   1.65   8.04  KMIN
2010.67534   2.84  -2.87  -14.97   1.67   1.69   8.04  KMIN
2010.67808   1.44  -2.24  -13.99   1.62   1.68   7.81  KMIN
2010.68082   2.16  -1.52  -15.48   1.67   1.69   8.48  KMIN
2010.68356   1.31  -2.71  -12.50   1.70   1.68   8.35  KMIN
2010.68630   3.36  -2.70  -25.38   1.73   1.82   8.77  KMIN
2010.68904   3.41  -1.47  -15.95   1.69   1.73   8.73  KMIN
2010.69178   3.79  -0.15  -14.94   1.69   1.75   9.04  KMIN
2010.69452   1.95  -1.24  -24.44   1.61   1.65   7.73  KMIN
2010.69726   1.77  -0.81  -17.08   1.60   1.63   7.92  KMIN
2010.70000   0.03  -0.80  -22.09   1.66   1.73   8.72  KMIN
2010.70274   0.97   1.44  -20.59   1.60   1.62   8.05  KMIN
2010.70548   3.13  -2.49  -23.44   1.64   1.76   8.35  KMIN
2010.70822   0.73  -0.65  -24.61   1.62   1.63   7.90  KMIN
2010.71096  -0.33  -0.54  -28.13   1.63   1.70   7.73  KMIN
2010.71370   0.04  -1.12  -26.89   1.65   1.71   7.98  KMIN
2010.71644  -0.13  -0.60  -26.27   1.64   1.68   8.53  KMIN
2010.71918   3.48  -0.08  -22.61   1.64   1.73   8.37  KMIN
2010.72192   8.31  -1.07  -0.97   1.96   2.02  11.22  KMIN
2010.72466   7.02  -4.19  -24.79   1.67   1.74   8.35  KMIN
2010.72740   3.06  -1.04  -19.70   1.62   1.68   7.82  KMIN
2010.73014   3.44   1.09  -14.91   1.61   1.68   7.74  KMIN
2010.73288   3.15   0.71  -21.35   1.63   1.68   8.04  KMIN
2010.73562   3.54  -0.58  -14.00   1.65   1.71   8.29  KMIN
2010.73836   3.02   1.14  -10.62   1.77   1.82   9.18  KMIN
2010.74110   6.41   0.56  -10.44   1.74   1.80   9.19  KMIN
2010.74384   6.45  -1.14  -20.41   1.69   1.77   8.52  KMIN
2010.74657   5.94  -1.02  -23.38   1.74   1.98   8.47  KMIN
2010.74931  10.33  -2.01  -16.91   1.67   1.73   8.02  KMIN
2010.75205   7.81  -0.99  -26.51   1.63   1.73   8.21  KMIN
2010.75479   6.08  -0.57  -20.38   1.59   1.66   8.05  KMIN
2010.75753   4.57  -0.45  -21.66   1.57   1.67   7.74  KMIN
2010.76027   3.06   0.57  -15.52   1.57   1.67   7.86  KMIN
2010.76301   3.66   0.99  -11.90   1.62   1.73   8.17  KMIN
2010.76575   4.38  -0.81  -13.38   1.58   1.69   8.22  KMIN
2010.76849   4.75  -1.89  -15.15   1.61   1.66   8.27  KMIN
2010.77123   4.69  -0.27  -14.14   1.62   1.71   8.48  KMIN
2010.77397   5.51  -1.26  -12.65   1.62   1.72   8.39  KMIN
2010.77671   6.12  -0.84  -22.19   1.69   1.86   8.77  KMIN
2010.77945   1.16   2.91  -15.61   1.71   1.76   8.47  KMIN
2010.78219   3.76   0.20  -16.08   1.68   1.74   8.22  KMIN
2010.78493   5.93  -2.30  -14.52   1.76   1.84   8.71  KMIN
2010.78767   3.19   1.45  -17.01   1.67   1.74   8.18  KMIN
2010.79041   5.79   0.25  -13.08   1.65   1.72   8.18  KMIN
2010.79315   5.29  -1.14  -23.48   1.60   1.69   7.99  KMIN
2010.79589   5.00   0.38  -22.15   1.53   1.61   7.95  KMIN
2010.79863   6.16   0.40  -23.85   1.59   1.69   8.13  KMIN
2010.80137   6.54   0.21  -21.52   1.58   1.65   7.75  KMIN
2010.80411   6.26  -1.18  -9.53   1.62   1.72   7.92  KMIN
2010.80685   6.07  -2.37  -12.45   1.70   1.81   7.97  KMIN
2010.80959   3.12  -0.14  -16.62   1.76   1.80   8.05  KMIN
2010.81233   5.49  -1.93  -4.72   1.73   1.78   7.66  KMIN
2010.81507   6.77  -1.62  -17.91   1.58   1.67   8.16  KMIN
2010.81781   6.26  -2.51  -19.54   1.61   1.70   8.29  KMIN
2010.82055   7.42  -0.77  -20.77   1.61   1.72   8.18  KMIN
2010.82329   5.80  -2.17  -19.40   1.63   1.71   8.00  KMIN
2010.82603   3.06  -0.44  -26.25   1.56   1.61   7.56  KMIN
2010.82877   3.21  -0.22  -24.29   1.58   1.67   7.70  KMIN
2010.83151   2.15  -0.51  -23.26   1.61   1.66   7.91  KMIN
2010.83425   4.54  -1.30  -20.87   1.62   1.69   8.16  KMIN
2010.83699   2.80   0.33  -19.73   1.56   1.65   7.59  KMIN
2010.83973   3.29  -1.46  -13.50   1.57   1.62   7.58  KMIN
2010.84247   4.67  -1.85  -20.66   1.57   1.61   7.46  KMIN
2010.84521   4.05  -2.04  -15.17   1.59   1.66   7.52  KMIN
2010.84794   5.88  -0.71  -11.50   1.61   1.71   7.77  KMIN
2010.85068   3.14   0.52  -13.94   1.62   1.68   7.40  KMIN
2010.85342   3.19  -0.18  -23.38   1.63   1.69   7.45  KMIN
2010.85616   1.79   0.95  -19.61   1.61   1.64   7.41  KMIN
2010.85890   3.50   0.77  -18.41   1.64   1.70   7.49  KMIN
2010.86164   4.78   1.59  -17.13   1.69   1.77   7.70  KMIN
2010.86438   3.04   1.31  -23.41   1.63   1.68   7.35  KMIN
2010.86712   3.64   2.03  -27.25   1.71   1.77   7.80  KMIN
2010.86986   2.80   1.34  -22.55   1.67   1.80   7.89  KMIN
2010.87260   4.85   1.15  -15.51   1.64   1.68   7.57  KMIN
2010.87534   4.12  -1.25  -11.61   1.67   1.75   8.31  KMIN
2010.87808   7.17  -2.04  -15.66   1.67   1.76   7.89  KMIN
2010.88082   6.65  -0.71  -18.15   1.65   1.72   7.57  KMIN
2010.88356   5.26  -0.39  -7.87   1.60   1.69   7.08  KMIN
2010.88630   2.97  -1.69  -0.94   1.64   1.70   7.37  KMIN
2010.88904   2.45   0.35  -10.10   1.61   1.65   7.10  KMIN
2010.89178   2.50  -0.04  -11.47   1.59   1.62   6.91  KMIN
2010.89452   2.55   1.59  -8.52   1.64   1.70   6.99  KMIN
2010.89726   4.15   1.00  -7.94   1.66   1.68   7.04  KMIN
2010.90000   5.09   1.72  -12.73   1.62   1.67   7.16  KMIN
2010.90274   5.59   0.13  -12.44   1.64   1.71   7.45  KMIN
2010.90548   5.29   0.54  -11.32   1.60   1.64   7.30  KMIN
2010.90822   4.68  -0.85  -11.00   1.61   1.67   7.22  KMIN
2010.91096   5.49  -1.84  -12.98   1.58   1.58   6.99  KMIN
2010.91370   5.32  -0.92  -8.95   1.58   1.66   7.17  KMIN
2010.91644   1.81   0.01  -9.02   1.50   1.56   6.98  KMIN
2010.91918   3.52   0.73  -7.34   1.54   1.64   7.09  KMIN
2010.92192   3.57  -2.48  -7.42   1.53   1.62   7.04  KMIN
2010.92466   5.40  -2.87  -0.02   1.55   1.63   7.02  KMIN
2010.92740   5.44   1.08  -13.32   1.59   1.73   7.31  KMIN
2010.93014   4.93   0.20  -3.99   1.62   1.68   7.07  KMIN
2010.93288   5.21  -0.20  -7.35   1.56   1.59   7.05  KMIN
2010.93562   5.47  -0.38  -0.15   1.49   1.55   6.73  KMIN
2010.94110   7.02   1.37  -11.49   1.58   1.66   7.17  KMIN
2010.94384   5.61  -0.23  -12.20   1.69   1.72   7.82  KMIN
2010.94657   5.88  -0.11   2.27   1.64   1.70   7.67  KMIN
2010.94931   5.92  -0.80  -3.02   1.61   1.65   6.96  KMIN
2010.95205   7.20   0.93   1.74   1.63   1.70   7.20  KMIN
2010.95479   6.69   1.45  -4.44   1.53   1.58   6.17  KMIN
2010.95753   4.17   2.98   3.10   1.47   1.44   5.33  KMIN
2010.96027   1.44   1.99   3.48   1.50   1.47   5.64  KMIN
2010.96301   2.93   1.91  -0.85   1.46   1.44   5.40  KMIN
2010.96575   3.64   1.32  -3.65   1.44   1.46   5.38  KMIN
2010.96849   3.80  -0.38  -1.75   1.60   1.59   5.36  KMIN
2010.97123   6.08  -0.27   2.28   1.46   1.46   5.30  KMIN
2010.97397   3.89   0.86   3.50   1.48   1.50   5.53  KMIN
2010.97671   4.39   0.67   1.42   1.46   1.48   5.54  KMIN
2010.97945   5.54   0.49   1.54   1.44   1.45   5.31  KMIN
2010.98219   6.15  -0.90  -2.71   1.49   1.47   5.49  KMIN
2010.98493   7.76  -0.28   5.61   1.41   1.41   5.27  KMIN
2010.98767   5.12  -1.57  -0.68   1.47   1.47   5.58  KMIN
2010.99041   3.17  -0.76   9.79   1.50   1.50   5.55  KMIN
2010.99315   3.00   1.08   5.41   1.51   1.54   5.37  KMIN
2010.99589   3.93  -0.32   7.87   1.43   1.45   5.17  KMIN
2010.99863   4.65   0.61   4.41   1.42   1.44   5.27  KMIN
2011.00137   6.14  -0.68   6.13   1.54   1.55   5.59  KMIN
2011.00411   5.85   0.54   0.46   1.53   1.53   5.70  KMIN
2011.00685   4.56   0.56   5.11   1.50   1.51   5.41  KMIN
2011.00959   2.39  -0.64   3.02   1.52   1.52   5.47  KMIN
2011.01233   4.32   0.49   3.07   1.48   1.49   5.28  KMIN
2011.01507   6.04   1.21  -2.29   1.49   1.47   5.29  KMIN
2011.01781   3.41  -3.92   0.02   1.50   1.53   5.62  KMIN
2011.02055   4.57   2.16  -1.56   1.50   1.54   5.51  KMIN
2011.02329   4.29   0.55   9.43   1.51   1.55   5.78  KMIN
2011.02603   4.55   1.28   7.80   1.52   1.53   5.92  KMIN
2011.02877   4.71   2.60   7.31   1.45   1.44   5.53  KMIN
2011.03151   5.54   1.11   7.13   1.49   1.50   5.75  KMIN
2011.03425   4.80  -1.39   4.46   1.54   1.56   5.85  KMIN
2011.03699   4.85  -0.17   2.90   1.51   1.52   5.73  KMIN
2011.03973   6.79   0.66   1.08   1.47   1.48   5.35  KMIN
2011.04247   4.83   1.78   7.25   1.56   1.58   5.63  KMIN
2011.04520   5.88   1.70   1.12   1.58   1.59   5.57  KMIN
2011.04794   7.15   2.32   4.79   1.59   1.59   6.02  KMIN
2011.05068   8.53  -0.99   6.44   1.64   1.64   5.80  KMIN
2011.05342   9.70  -0.37   2.94   1.50   1.53   5.28  KMIN
2011.05616   6.40   1.16   2.24   1.54   1.58   5.24  KMIN
2011.05890   8.34   1.68   1.34   1.58   1.63   5.59  KMIN
2011.06164   8.39   4.11   1.97   1.57   1.62   5.52  KMIN
2011.06438   9.54  -0.50  -2.15   1.44   1.46   5.37  KMIN
2011.06712   7.48   3.44  -1.76   1.44   1.46   5.17  KMIN
2011.06986   8.86   2.25  -0.07   1.43   1.50   5.10  KMIN
2011.07260   8.23   1.67   5.07   1.48   1.52   5.27  KMIN
2011.07534   7.06   2.08  -0.22   1.47   1.50   5.40  KMIN
2011.07808   6.89   2.30   5.06   1.49   1.55   5.29  KMIN
2011.08082   9.38   3.12   2.03   1.47   1.52   5.36  KMIN
2011.08356   7.31   1.02   1.86   1.46   1.48   5.59  KMIN
2011.08630   7.69   0.03   2.13   1.39   1.40   5.12  KMIN
2011.08904   9.41  -0.66   5.68   1.41   1.42   5.08  KMIN
2011.09178   8.01   1.08   4.39   1.38   1.43   5.13  KMIN
2011.09452   7.49   0.48   3.52   1.37   1.43   5.07  KMIN
2011.09726   6.98   1.01   3.84   1.40   1.45   5.18  KMIN
2011.10000   7.81   0.41  10.95   1.42   1.47   5.17  KMIN
2011.10274   5.85  -0.27  10.54   1.42   1.48   5.12  KMIN
2011.10548   7.68   1.97  13.50   1.41   1.48   5.24  KMIN
2011.10822   9.07   0.16  16.26   1.48   1.56   5.44  KMIN
2011.11096   8.11   1.70   9.19   1.50   1.57   5.56  KMIN
2011.11370   7.71   4.03   7.77   1.44   1.59   5.35  KMIN
2011.11918   6.46   2.45   7.17   1.42   1.50   5.22  KMIN
2011.12192   7.40   4.18  10.27   1.42   1.56   5.37  KMIN
2011.12466   2.44  -3.16   4.22   1.49   1.59   5.96  KMIN
2011.12740   5.38   2.09  10.11   1.48   1.58   5.76  KMIN
2011.13288   9.25   0.92   6.55   1.47   1.58   5.80  KMIN
2011.13562   7.52   2.25   9.12   1.46   1.58   5.68  KMIN
2011.13836   8.13   3.07   3.43   1.39   1.46   5.39  KMIN
2011.14110   8.95   2.88   9.64   1.40   1.55   5.58  KMIN
2011.14384   7.33   3.11   5.90   1.44   1.58   5.91  KMIN
2011.14657   8.60   0.09   8.75   1.47   1.62   5.73  KMIN
2011.14931   7.64   0.72  13.20   1.41   1.49   5.46  KMIN
2011.15205   6.69   1.64  10.68   1.45   1.55   5.53  KMIN
2011.15479   9.74  -0.26  17.32   1.45   1.56   5.74  KMIN
2011.15753   9.45   2.98  12.53   1.44   1.54   5.82  KMIN
2011.16027   8.05   2.29   9.70   1.44   1.55   5.52  KMIN
2011.16301   9.65   1.91  10.46   1.46   1.55   5.70  KMIN
2011.16575  10.04  -0.09   9.10   1.46   1.57   5.85  KMIN
2011.16849   8.86   1.14   6.76   1.41   1.53   5.69  KMIN
2011.17123   5.79   2.46   9.62   1.43   1.54   5.79  KMIN
2011.17397   5.28   4.30  25.62   1.48   1.60   5.78  KMIN
2011.17671   9.00   0.38  14.73   1.48   1.61   5.94  KMIN
2011.17945   9.71   1.40   3.59   1.47   1.60   5.59  KMIN
2011.18219   9.87   2.13   1.61   1.45   1.62   5.84  KMIN
2011.18493   9.69   3.35   3.97   1.51   1.62   5.86  KMIN
2011.18767  10.74   5.49  11.47   1.51   1.67   5.86  KMIN
2011.19041  11.35   3.99   9.03   1.54   1.66   6.10  KMIN
2011.19315  11.28   5.52  15.14   1.46   1.57   5.75  KMIN
2011.19589  10.32   4.23   4.75   1.53   1.80   6.20  KMIN
2011.20137  11.97   3.66   1.60   1.45   1.66   5.79  KMIN
2011.20411  11.58   3.67   0.79   1.47   1.63   5.54  KMIN
2011.20685  10.40   4.70   6.05   1.59   1.75   5.80  KMIN
2011.20959   7.77   4.91   6.24   1.47   1.56   5.61  KMIN
2011.21233   8.60   3.82   8.90   1.50   1.66   6.10  KMIN
2011.21507  14.22   5.96  15.30   1.48   1.68   6.14  KMIN
2011.21781  12.92   6.17   8.43   1.51   1.71   6.44  KMIN
2011.22055  10.30   3.47   7.96   1.47   1.58   5.67  KMIN
2011.22329   9.45   1.36   3.70   1.51   1.60   5.72  KMIN
2011.22603  11.84   3.50   7.69   1.52   1.71   5.97  KMIN
2011.22877  10.44   3.41   8.46   1.58   1.65   6.15  KMIN
2011.23151  11.37   3.13   5.98   1.53   1.68   5.99  KMIN
2011.23425  11.31   4.06  -3.59   1.47   1.70   5.87  KMIN
2011.23699  10.47   4.98   0.47   1.49   1.60   5.86  KMIN
2011.23973  10.06   3.08   0.93   1.46   1.72   5.76  KMIN
2011.24247  10.56   2.39   5.68   1.48   1.72   5.85  KMIN
2011.24520  11.05   4.32   3.38   1.53   1.84   6.16  KMIN
2011.24794  10.09   1.42   5.75   1.52   1.69   6.22  KMIN
2011.25068  10.36   1.23  11.74   1.58   1.69   6.02  KMIN
2011.25342   9.18   3.47  11.68   1.57   1.72   5.90  KMIN
2011.25616  10.12   2.98   9.86   1.47   1.68   5.89  KMIN
2011.25890   9.72  -0.33  12.26   1.52   1.68   6.27  KMIN
2011.26164   9.76  -0.12   9.27   1.57   1.95   6.39  KMIN
2011.26438  10.37   0.91  10.10   1.62   1.81   6.49  KMIN
2011.26712  10.31   3.25  10.33   1.64   2.05   6.50  KMIN
2011.26986   8.68   2.25   2.07   1.60   1.88   6.29  KMIN
2011.27534   9.45   1.18   8.87   1.60   1.85   6.27  KMIN
2011.27808   9.71   2.21   8.45   1.59   1.70   6.13  KMIN
2011.28082  10.43   1.61   4.52   1.52   1.61   5.92  KMIN
2011.28356   7.92   2.84  10.12   1.56   1.83   6.13  KMIN
2011.28630  11.30   1.25  10.84   1.56   1.77   6.13  KMIN
2011.28904   9.90   0.65  12.85   1.56   1.70   5.96  KMIN
2011.29178   9.61   3.50   7.81   1.62   1.88   6.43  KMIN
2011.29452   8.54   2.91   8.76   1.55   1.65   5.63  KMIN
2011.29726   6.92   1.82   8.61   1.55   1.69   6.28  KMIN
2011.30000   9.30   0.52   9.36   1.62   1.77   6.22  KMIN
2011.30274  12.91   4.17  10.05   1.64   1.76   6.30  KMIN
2011.30548  11.63   1.67  11.62   1.55   1.71   5.77  KMIN
2011.30822  10.55   0.87   5.20   1.56   1.72   5.61  KMIN
2011.31096   9.27   2.30   6.92   1.59   1.68   5.73  KMIN
