S1_20141015_ALL_F1 2014287.0348563711 287 -0.000000000000 -0.000000000000
S1_20141108_ALL_F1 2014311.0348536836 311 45.171793365475 78.658465962370
S1_20141202_ALL_F1 2014335.0348482539 335 43.924445029339 73.804024003648
S1_20150119_ALL_F1 2015018.0348288198 383 27.374668002346 83.122753390508
S1_20150308_ALL_F1 2015066.0348244852 431 76.448749764267 108.589245870634
S1_20150401_ALL_F1 2015090.0348291919 455 37.234309201297 14.526113619683
S1_20150425_ALL_F1 2015114.0348403831 479 -54.834078139324 -74.333604323792
S1_20150519_ALL_F1 2015138.0348569721 503 19.418819833844 60.071046434954
S1_20150612_ALL_F1 2015162.0348758728 527 26.118091103861 76.226118518677
S1_20150823_ALL_F1 2015234.0349130319 599 76.653881265854 67.543909315207
S1_20150916_ALL_F1 2015258.0349213465 623 47.777942596120 -8.135011496107
S1_20150928_ALL_F1 2015270.0349256946 635 68.811057966424 51.029976655333
S1_20151115_ALL_F1 2015318.0349241013 683 26.102281724081 82.526347646043
S1_20151209_ALL_F1 2015342.0349175890 707 50.492471865403 144.132099809681
S1_20160102_ALL_F1 2016001.0349065266 731 1.643743687570 48.785580722792
S1_20160126_ALL_F1 2016025.0348953111 755 -0.619444682115 15.598574680520
S1_20160219_ALL_F1 2016049.0348931497 779 28.926455396060 54.100402484583
S1_20160314_ALL_F1 2016073.0348949414 803 3.278230152297 -24.798070316172
S1_20160407_ALL_F1 2016097.0349029107 827 73.529510044130 84.762670151041
S1_20160501_ALL_F1 2016121.0349156596 851 36.477590878607 17.147866683574
S1_20160525_ALL_F1 2016145.0349300771 875 49.482821920352 29.936354321662
S1_20160805_ALL_F1 2016217.0349804878 947 112.086465510419 124.124347288665
S1_20160829_ALL_F1 2016241.0349907614 971 3.490595937659 -14.955266870215
S1_20160922_ALL_F1 2016265.0350014800 995 11.659599722424 47.679631858718
S1_20161004_ALL_F1 2016277.0350035070 1007 54.390666665421 91.871848023921
S1_20161016_ALL_F1 2016289.0350037790 1019 31.364427204036 62.140101230434
S1_20161028_ALL_F1 2016301.0350052633 1031 34.973266132490 85.028744878853
S1_20161109_ALL_F1 2016313.0350025177 1043 4.148003132437 48.120639019701
S1_20161121_ALL_F1 2016325.0350005941 1055 4.886047917771 47.553699941373
S1_20161203_ALL_F1 2016337.0349964863 1067 47.058470195817 115.230410565200
S1_20161215_ALL_F1 2016349.0349906464 1079 44.577723207676 107.731774137409
S1_20161227_ALL_F1 2016361.0349868541 1091 37.870352891369 102.220508557137
S1_20170108_ALL_F1 2017007.0349692835 1102 -25.681576397500 12.075707292012
S1_20170120_ALL_F1 2017019.0349638867 1114 -51.915016045308 -40.132528788955
S1_20170201_ALL_F1 2017031.0349620259 1126 -1.796949494574 22.376901602108
S1_20170213_ALL_F1 2017043.0349590613 1138 59.581015904462 108.471047059554
S1_20170309_ALL_F1 2017067.0349580843 1162 11.789761698986 -7.105442235995
S1_20170321_ALL_F1 2017079.0349608730 1174 0.369266717140 -53.521900372374
S1_20170402_ALL_F1 2017091.0349652665 1186 42.332317968848 -10.103248702581
S1_20170414_ALL_F1 2017103.0349709645 1198 57.144668069215 51.394482946947
S1_20170508_ALL_F1 2017127.0349859917 1222 92.397957426643 109.233470271720
S1_20170520_ALL_F1 2017139.0349925703 1234 49.722218792476 33.789369246137
S1_20170601_ALL_F1 2017151.0349992628 1246 -26.887428152680 -60.811964805860
S1_20170613_ALL_F1 2017163.0350085886 1258 51.665347163330 35.102112434532
S1_20170625_ALL_F1 2017175.0350171651 1270 77.501469724420 90.376886644947
S1_20170731_ALL_F1 2017211.0350411008 1306 47.293096686923 40.000959070541
S1_20170812_ALL_F1 2017223.0350477414 1318 49.624021783070 34.392168233472
S1_20170824_ALL_F1 2017235.0350550339 1330 36.170160669646 74.586452703795
S1_20170905_ALL_F1 2017247.0350598264 1342 42.487789356057 45.989009411845
S1_20170917_ALL_F1 2017259.0350658121 1354 49.561724118225 72.757805947008
S1_20170929_ALL_F1 2017271.0350689779 1366 15.395747413906 18.776375562699
S1_20171023_ALL_F1 2017295.0350728405 1390 39.014371858657 80.157802535633
S1_20171104_ALL_F1 2017307.0350722165 1402 50.825621439578 101.650690786598
S1_20171128_ALL_F1 2017331.0350662621 1426 -16.839155327279 16.832022572351
S1_20171210_ALL_F1 2017343.0350596830 1438 -41.515689311645 -18.497160413555
S1_20180103_ALL_F1 2018002.0350473695 1462 17.233895746411 67.656746371193
S1_20180115_ALL_F1 2018014.0350443262 1474 31.984723783677 93.907903871630
S1_20180127_ALL_F1 2018026.0350399318 1486 -29.460924278947 -5.334386407990
S1_20180208_ALL_F1 2018038.0350374514 1498 -0.060480810287 30.720453674859
S1_20180220_ALL_F1 2018050.0350342498 1510 19.752107844602 35.471005912992
S1_20180304_ALL_F1 2018062.0350343164 1522 54.222738198587 56.153394848605
S1_20180409_ALL_F1 2018098.0350424480 1558 24.367306001500 -41.492877255645
S1_20180421_ALL_F1 2018110.0350473046 1570 -25.797556906464 -80.671281995188
S1_20180503_ALL_F1 2018122.0350532776 1582 34.174208087072 5.522351295809
S1_20180527_ALL_F1 2018146.0350697166 1606 46.327744796705 39.901850360384
S1_20180608_ALL_F1 2018158.0350777034 1618 -2.426821967776 -36.701246429890
S1_20180620_ALL_F1 2018170.0350867498 1630 17.583307821457 -53.724010871326
S1_20180702_ALL_F1 2018182.0350934470 1642 15.550952468768 -15.950370125622
S1_20180714_ALL_F1 2018194.0351023749 1654 46.604534383018 42.288869404759
