fakesite -122.0000   31.0000 
fakesite -121.5000   31.0000 
fakesite -121.0000   31.0000 
fakesite -120.5000   31.0000 
fakesite -120.0000   31.0000 
fakesite -119.5000   31.0000 
fakesite -119.0000   31.0000 
fakesite -118.5000   31.0000 
fakesite -118.0000   31.0000 
fakesite -117.5000   31.0000 
fakesite -117.0000   31.0000 
fakesite -116.5000   31.0000 
fakesite -116.0000   31.0000 
fakesite -115.5000   31.0000 
fakesite -115.0000   31.0000 
fakesite -114.5000   31.0000 
fakesite -114.0000   31.0000 
fakesite -122.0000   31.5000 
fakesite -121.5000   31.5000 
fakesite -121.0000   31.5000 
fakesite -120.5000   31.5000 
fakesite -120.0000   31.5000 
fakesite -119.5000   31.5000 
fakesite -119.0000   31.5000 
fakesite -118.5000   31.5000 
fakesite -118.0000   31.5000 
fakesite -117.5000   31.5000 
fakesite -117.0000   31.5000 
fakesite -116.5000   31.5000 
fakesite -116.0000   31.5000 
fakesite -115.5000   31.5000 
fakesite -115.0000   31.5000 
fakesite -114.5000   31.5000 
fakesite -114.0000   31.5000 
fakesite -122.0000   32.0000 
fakesite -121.5000   32.0000 
fakesite -121.0000   32.0000 
fakesite -120.5000   32.0000 
fakesite -120.0000   32.0000 
fakesite -119.5000   32.0000 
fakesite -119.0000   32.0000 
fakesite -118.5000   32.0000 
fakesite -118.0000   32.0000 
fakesite -117.5000   32.0000 
fakesite -117.0000   32.0000 
fakesite -116.5000   32.0000 
fakesite -116.0000   32.0000 
fakesite -115.5000   32.0000 
fakesite -115.0000   32.0000 
fakesite -114.5000   32.0000 
fakesite -114.0000   32.0000 
fakesite -122.0000   32.5000 
fakesite -121.5000   32.5000 
fakesite -121.0000   32.5000 
fakesite -120.5000   32.5000 
fakesite -120.0000   32.5000 
fakesite -119.5000   32.5000 
fakesite -119.0000   32.5000 
fakesite -118.5000   32.5000 
fakesite -118.0000   32.5000 
fakesite -117.5000   32.5000 
fakesite -117.0000   32.5000 
fakesite -116.5000   32.5000 
fakesite -116.0000   32.5000 
fakesite -115.5000   32.5000 
fakesite -115.0000   32.5000 
fakesite -114.5000   32.5000 
fakesite -114.0000   32.5000 
fakesite -122.0000   33.0000 
fakesite -121.5000   33.0000 
fakesite -121.0000   33.0000 
fakesite -120.5000   33.0000 
fakesite -120.0000   33.0000 
fakesite -119.5000   33.0000 
fakesite -119.0000   33.0000 
fakesite -118.5000   33.0000 
fakesite -118.0000   33.0000 
fakesite -117.5000   33.0000 
fakesite -117.0000   33.0000 
fakesite -116.5000   33.0000 
fakesite -116.0000   33.0000 
fakesite -115.5000   33.0000 
fakesite -115.0000   33.0000 
fakesite -114.5000   33.0000 
fakesite -114.0000   33.0000 
fakesite -122.0000   33.5000 
fakesite -121.5000   33.5000 
fakesite -121.0000   33.5000 
fakesite -120.5000   33.5000 
fakesite -120.0000   33.5000 
fakesite -119.5000   33.5000 
fakesite -119.0000   33.5000 
fakesite -118.5000   33.5000 
fakesite -118.0000   33.5000 
fakesite -117.5000   33.5000 
fakesite -117.0000   33.5000 
fakesite -116.5000   33.5000 
fakesite -116.0000   33.5000 
fakesite -115.5000   33.5000 
fakesite -115.0000   33.5000 
fakesite -114.5000   33.5000 
fakesite -114.0000   33.5000 
fakesite -122.0000   34.0000 
fakesite -121.5000   34.0000 
fakesite -121.0000   34.0000 
fakesite -120.5000   34.0000 
fakesite -120.0000   34.0000 
fakesite -119.5000   34.0000 
fakesite -119.0000   34.0000 
fakesite -118.5000   34.0000 
fakesite -118.0000   34.0000 
fakesite -117.5000   34.0000 
fakesite -117.0000   34.0000 
fakesite -116.5000   34.0000 
fakesite -116.0000   34.0000 
fakesite -115.5000   34.0000 
fakesite -115.0000   34.0000 
fakesite -114.5000   34.0000 
fakesite -114.0000   34.0000 
fakesite -122.0000   34.5000 
fakesite -121.5000   34.5000 
fakesite -121.0000   34.5000 
fakesite -120.5000   34.5000 
fakesite -120.0000   34.5000 
fakesite -119.5000   34.5000 
fakesite -119.0000   34.5000 
fakesite -118.5000   34.5000 
fakesite -118.0000   34.5000 
fakesite -117.5000   34.5000 
fakesite -117.0000   34.5000 
fakesite -116.5000   34.5000 
fakesite -116.0000   34.5000 
fakesite -115.5000   34.5000 
fakesite -115.0000   34.5000 
fakesite -114.5000   34.5000 
fakesite -114.0000   34.5000 
fakesite -122.0000   35.0000 
fakesite -121.5000   35.0000 
fakesite -121.0000   35.0000 
fakesite -120.5000   35.0000 
fakesite -120.0000   35.0000 
fakesite -119.5000   35.0000 
fakesite -119.0000   35.0000 
fakesite -118.5000   35.0000 
fakesite -118.0000   35.0000 
fakesite -117.5000   35.0000 
fakesite -117.0000   35.0000 
fakesite -116.5000   35.0000 
fakesite -116.0000   35.0000 
fakesite -115.5000   35.0000 
fakesite -115.0000   35.0000 
fakesite -114.5000   35.0000 
fakesite -114.0000   35.0000 
fakesite -122.0000   35.5000 
fakesite -121.5000   35.5000 
fakesite -121.0000   35.5000 
fakesite -120.5000   35.5000 
fakesite -120.0000   35.5000 
fakesite -119.5000   35.5000 
fakesite -119.0000   35.5000 
fakesite -118.5000   35.5000 
fakesite -118.0000   35.5000 
fakesite -117.5000   35.5000 
fakesite -117.0000   35.5000 
fakesite -116.5000   35.5000 
fakesite -116.0000   35.5000 
fakesite -115.5000   35.5000 
fakesite -115.0000   35.5000 
fakesite -114.5000   35.5000 
fakesite -114.0000   35.5000 
fakesite -122.0000   36.0000 
fakesite -121.5000   36.0000 
fakesite -121.0000   36.0000 
fakesite -120.5000   36.0000 
fakesite -120.0000   36.0000 
fakesite -119.5000   36.0000 
fakesite -119.0000   36.0000 
fakesite -118.5000   36.0000 
fakesite -118.0000   36.0000 
fakesite -117.5000   36.0000 
fakesite -117.0000   36.0000 
fakesite -116.5000   36.0000 
fakesite -116.0000   36.0000 
fakesite -115.5000   36.0000 
fakesite -115.0000   36.0000 
fakesite -114.5000   36.0000 
fakesite -114.0000   36.0000 
fakesite -122.0000   36.5000 
fakesite -121.5000   36.5000 
fakesite -121.0000   36.5000 
fakesite -120.5000   36.5000 
fakesite -120.0000   36.5000 
fakesite -119.5000   36.5000 
fakesite -119.0000   36.5000 
fakesite -118.5000   36.5000 
fakesite -118.0000   36.5000 
fakesite -117.5000   36.5000 
fakesite -117.0000   36.5000 
fakesite -116.5000   36.5000 
fakesite -116.0000   36.5000 
fakesite -115.5000   36.5000 
fakesite -115.0000   36.5000 
fakesite -114.5000   36.5000 
fakesite -114.0000   36.5000 
fakesite -122.0000   37.0000 
fakesite -121.5000   37.0000 
fakesite -121.0000   37.0000 
fakesite -120.5000   37.0000 
fakesite -120.0000   37.0000 
fakesite -119.5000   37.0000 
fakesite -119.0000   37.0000 
fakesite -118.5000   37.0000 
fakesite -118.0000   37.0000 
fakesite -117.5000   37.0000 
fakesite -117.0000   37.0000 
fakesite -116.5000   37.0000 
fakesite -116.0000   37.0000 
fakesite -115.5000   37.0000 
fakesite -115.0000   37.0000 
fakesite -114.5000   37.0000 
fakesite -114.0000   37.0000 
fakesite -122.0000   37.5000 
fakesite -121.5000   37.5000 
fakesite -121.0000   37.5000 
fakesite -120.5000   37.5000 
fakesite -120.0000   37.5000 
fakesite -119.5000   37.5000 
fakesite -119.0000   37.5000 
fakesite -118.5000   37.5000 
fakesite -118.0000   37.5000 
fakesite -117.5000   37.5000 
fakesite -117.0000   37.5000 
fakesite -116.5000   37.5000 
fakesite -116.0000   37.5000 
fakesite -115.5000   37.5000 
fakesite -115.0000   37.5000 
fakesite -114.5000   37.5000 
fakesite -114.0000   37.5000 
